EventId,Label,Weight
139117,b,2.56133503787
292070,b,1.68161144262
347813,b,0.300975113091
329238,b,1.68161144262
294364,s,0.018636116672000002
149717,b,2.84499657582
316906,b,0.7440562472300001
296223,s,0.0015027048310099999
176240,b,1.4548484726800002
154016,b,1.1205279453
343893,b,1.4548484726800002
333387,s,0.0015027048310099999
346757,s,0.018636116672000002
302921,b,4.49113083759
200753,s,0.018636116672000002
228834,s,0.0015027048310099999
156027,b,4.02941241356
174681,b,2.19227497369
227094,s,0.00150187015894
110256,b,2.22018696589
237499,b,2.7288874428400005
286697,b,1.9302289095299998
226820,b,2.11637183723
222194,b,0.07389912981499999
152560,b,2.68695145629
146601,b,1.4548484726800002
286051,b,4.63847841273
290436,s,0.0026533113373299996
246118,s,0.00150187015894
146024,b,2.0050615107799996
211863,b,1.54789358042
265463,b,4.1966640473400005
275349,b,4.5010239609500005
223154,b,5.083144481780001
247409,b,1.4548484726800002
168216,b,2.60952132875
107195,b,1.68161144262
296871,b,4.59028086306
152186,b,3.11139192492
113697,b,4.6464145529500005
257942,s,0.0015027048310099999
194267,b,2.39207331301
279944,b,2.22285640507
160696,s,0.0015027048310099999
181223,s,0.00150187015894
238397,s,0.00150187015894
300139,b,1.68161144262
217767,s,0.0015027048310099999
200600,b,1.9089113835099998
219357,s,0.018636116672000002
235468,s,0.00150187015894
221132,b,2.2494400848800002
211248,s,0.0015027048310099999
306375,s,0.0026533113373299996
255768,s,0.0015027048310099999
295384,s,0.0015027048310099999
197338,s,0.018636116672000002
240425,b,2.18575988941
200240,b,4.07584789456
240798,b,6.85968708541
117696,b,5.49376918872
108973,b,2.4806315731999997
345656,b,4.62190551356
291810,b,0.7440562472300001
229174,b,0.0640607773058
206939,s,0.018636116672000002
310508,b,0.307169523947
325688,b,1.4548484726800002
225674,b,5.30598398809
148022,s,0.0026533113373299996
335283,b,2.12209309284
140434,s,0.0015027048310099999
213152,b,1.9884290141099998
172868,b,0.07389912981499999
311080,b,0.0713571365583
222512,s,0.018636116672000002
124226,b,2.3454319533900003
332343,b,4.556409624790001
159128,b,0.307169523947
159284,s,0.018636116672000002
309442,b,1.68161144262
336792,s,0.018636116672000002
186577,s,0.0015027048310099999
299085,b,5.2691522180199994
314638,s,0.0015027048310099999
123405,s,0.018636116672000002
312040,b,4.95892371302
159716,s,0.0015027048310099999
276451,b,2.25111093025
124505,s,0.0015027048310099999
144455,s,0.018636116672000002
326916,s,0.018636116672000002
344946,b,4.306474364890001
231703,b,1.4548484726800002
269407,s,0.0015027048310099999
323611,b,1.17802847423
185016,s,0.0015027048310099999
218786,b,2.01771263077
228356,b,1.97059335341
173019,s,0.00150187015894
230373,b,4.32780821564
210565,b,0.309795155685
225709,s,0.018636116672000002
126171,b,2.0891722725
156188,s,0.00150187015894
319790,s,0.0015027048310099999
271595,b,0.307169523947
196897,b,0.309795155685
288463,b,2.10368454729
215355,b,0.7440562472300001
318947,s,0.018636116672000002
241734,s,0.018636116672000002
232718,b,0.07389912981499999
286440,s,0.018636116672000002
338489,b,4.5925494035000005
248663,b,2.0903053717099995
240062,b,0.309795155685
252364,s,0.018636116672000002
145100,b,2.4444563512
269844,b,4.72196335582
200672,s,0.018636116672000002
312345,b,5.97782019212
237738,b,2.37084163618
242383,b,1.8699364873299997
320461,b,6.33379257408
284965,b,1.99940428039
260837,b,5.656561823960001
291614,b,1.11589406884
179127,b,2.2333637338299996
283853,b,0.9870729215790001
176486,b,0.0713571365583
208538,b,0.7440562472300001
160330,b,2.41005635968
325344,b,5.35284667746
286635,b,0.7440562472300001
284904,b,0.358539992008
220683,b,4.47308870211
141922,s,0.0026533113373299996
348650,b,1.3733909471099999
227925,b,5.90537830362
240593,s,0.018636116672000002
270935,b,1.4548484726800002
287749,b,2.25663839644
306331,s,0.0015027048310099999
104888,s,0.0026533113373299996
144197,b,0.7440562472300001
275273,b,2.92300442397
220017,s,0.0015027048310099999
316075,b,1.4548484726800002
250596,b,4.78054700554
105046,s,0.0015027048310099999
272268,b,1.4548484726800002
271835,s,0.018636116672000002
293118,s,0.018636116672000002
253259,s,0.0015027048310099999
292054,s,0.018636116672000002
322370,s,0.0015027048310099999
195397,b,5.69227454704
302729,b,0.7440562472300001
298451,b,4.3658208398900005
246198,b,4.37172957371
245299,s,0.018636116672000002
305843,b,3.0281615945099998
238945,b,4.53751045785
160795,b,0.7440562472300001
309049,b,4.729703263809999
326377,s,0.0015027048310099999
169307,s,0.0015027048310099999
110706,b,6.07922850972
252159,b,4.29082171724
151788,s,0.00150187015894
325692,b,0.307169523947
236870,b,0.07389912981499999
306368,b,0.7440562472300001
333325,s,0.00150187015894
161006,s,0.0015027048310099999
236198,b,2.6008079148900003
184392,b,0.309795155685
287194,b,1.99371399817
248218,s,0.018636116672000002
189660,s,0.018636116672000002
168912,b,5.2337432889699995
176637,b,0.755372552958
165865,b,0.0713571365583
299496,s,0.018636116672000002
150572,s,0.018636116672000002
296966,s,0.0015027048310099999
175831,s,0.0015027048310099999
314130,b,0.07389912981499999
158961,b,4.59241214995
253042,b,2.2941541734
342337,b,1.4548484726800002
229245,s,0.0015027048310099999
327519,b,0.903975071317
